htsc_code,index_name,sector_family,min_date,max_date,bar_count,train_2018_2021_bars,validation_2022_bars,test_2023_bars,sealed_2024_plus_bars,usable_in_initial_train,usable_in_validation,usable_in_test
885914.THS,煤炭概念,885,2020-12-21,2026-08-11,1367,252,242,242,631,True,True,True
885915.THS,物业管理,885,2021-01-08,2026-08-11,1354,239,242,242,631,True,True,True
885916.THS,同花顺漂亮100,885,2021-01-20,2026-08-11,1346,231,242,242,631,True,True,True
885918.THS,快手概念,885,2021-01-26,2026-08-11,1342,227,242,242,631,True,True,True
885919.THS,碳中和,885,2021-03-02,2026-08-11,1322,207,242,242,631,True,True,True
885920.THS,光伏建筑一体化,885,2021-03-09,2026-08-11,1317,202,242,242,631,True,True,True
885921.THS,储能,885,2021-04-23,2026-08-11,1285,170,242,242,631,True,True,True
885922.THS,盐湖提锂,885,2021-06-02,2026-08-11,1260,145,242,242,631,True,True,True
885923.THS,鸿蒙概念,885,2021-06-03,2026-08-11,1259,144,242,242,631,True,True,True
885924.THS,共同富裕示范区,885,2021-06-15,2026-08-11,1252,137,242,242,631,True,True,True
885925.THS,MCU芯片,885,2021-06-21,2026-08-11,1248,133,242,242,631,True,True,True
885926.THS,牙科医疗,885,2021-06-22,2026-08-11,1247,132,242,242,631,True,True,True
885927.THS,CRO概念,885,2021-07-07,2026-08-10,1235,121,242,242,630,True,True,True
885928.THS,钠离子电池,885,2021-07-15,2026-08-11,1230,115,242,242,631,True,True,True
885929.THS,专精特新,885,2021-08-18,2026-08-11,1206,91,242,242,631,True,True,True
885930.THS,工业母机,885,2021-08-24,2026-08-11,1202,87,242,242,631,True,True,True
885931.THS,PVDF概念,885,2021-09-03,2026-08-10,1193,79,242,242,630,True,True,True
885933.THS,NFT概念,885,2021-09-08,2026-08-11,1191,76,242,242,631,True,True,True
885934.THS,元宇宙,885,2021-09-09,2026-08-11,1190,75,242,242,631,True,True,True
885935.THS,抽水蓄能,885,2021-09-09,2026-08-11,1190,75,242,242,631,True,True,True
885936.THS,绿色电力,885,2021-09-23,2026-08-11,1182,67,242,242,631,True,True,True
885937.THS,培育钻石,885,2021-10-18,2026-08-11,1170,55,242,242,631,True,True,True
885938.THS,换电概念,885,2021-10-19,2026-08-11,1169,54,242,242,631,True,True,True
885939.THS,海峡两岸,885,2021-11-03,2026-08-11,1158,43,242,242,631,True,True,True
885940.THS,WiFi 6,885,2021-11-04,2026-08-11,1157,42,242,242,631,True,True,True
885942.THS,数据安全,885,2021-11-29,2026-08-11,1140,25,242,242,631,True,True,True
885943.THS,EDR概念,885,2021-12-06,2026-08-11,1135,20,242,242,631,True,True,True
885944.THS,动力电池回收,885,2021-12-09,2026-08-11,1132,17,242,242,631,True,True,True
885945.THS,汽车芯片,885,2021-12-09,2026-08-11,1132,17,242,242,631,True,True,True
885946.THS,传感器,885,2021-12-10,2026-08-11,1131,16,242,242,631,True,True,True
885947.THS,DRG/DIP,885,2021-12-15,2026-08-11,1128,13,242,242,631,True,True,True
885948.THS,柔性直流输电,885,2021-12-16,2026-08-11,1127,12,242,242,631,True,True,True
885950.THS,虚拟数字人,885,2021-12-22,2026-08-11,1123,8,242,242,631,True,True,True
885951.THS,预制菜,885,2022-01-05,2026-08-11,1114,0,241,242,631,False,True,True
885952.THS,幽门螺杆菌概念,885,2022-01-06,2026-08-11,1113,0,240,242,631,False,True,True
885953.THS,电子纸,885,2022-01-10,2026-08-11,1111,0,238,242,631,False,True,True
885955.THS,重组蛋白,885,2022-01-18,2026-08-11,1105,0,232,242,631,False,True,True
885956.THS,智慧政务,885,2022-01-20,2026-08-11,1103,0,230,242,631,False,True,True
885957.THS,东数西算(算力),885,2022-01-26,2026-08-11,1099,0,226,242,631,False,True,True
885958.THS,硅能源,885,2022-01-27,2026-08-11,1098,0,225,242,631,False,True,True
885959.THS,PCB概念,885,2022-01-28,2026-08-11,1097,0,224,242,631,False,True,True
885960.THS,民爆概念,885,2022-02-07,2026-08-11,1096,0,223,242,631,False,True,True
885961.THS,净水概念,885,2022-02-14,2026-08-11,1091,0,218,242,631,False,True,True
885962.THS,土壤修复,885,2022-02-18,2026-08-11,1087,0,214,242,631,False,True,True
885963.THS,智慧灯杆,885,2022-02-21,2026-08-11,1086,0,213,242,631,False,True,True
885964.THS,俄乌冲突概念,885,2022-02-25,2026-08-11,1082,0,209,242,631,False,True,True
885965.THS,中俄贸易概念,885,2022-02-28,2026-08-11,1081,0,208,242,631,False,True,True
885966.THS,跨境支付(CIPS),885,2022-02-28,2026-08-11,1081,0,208,242,631,False,True,True
885967.THS,化肥,885,2022-03-04,2026-08-11,1077,0,204,242,631,False,True,True
885968.THS,托育服务,885,2022-03-07,2026-08-11,1076,0,203,242,631,False,True,True
885969.THS,金属镍,885,2022-03-09,2026-08-11,1074,0,201,242,631,False,True,True
885970.THS,金属锌,885,2022-03-09,2026-08-11,1074,0,201,242,631,False,True,True
885971.THS,金属铅,885,2022-03-09,2026-08-11,1074,0,201,242,631,False,True,True
885972.THS,金属回收,885,2022-03-09,2026-08-11,1074,0,201,242,631,False,True,True
885973.THS,金属铜,885,2022-03-10,2026-08-11,1073,0,200,242,631,False,True,True
885974.THS,两轮车,885,2022-03-10,2026-08-11,1073,0,200,242,631,False,True,True
885975.THS,电子身份证,885,2022-03-14,2026-08-11,1071,0,198,242,631,False,True,True
885976.THS,数字经济,885,2022-03-14,2026-08-11,1071,0,198,242,631,False,True,True
885977.THS,国资云,885,2022-03-17,2026-08-11,1068,0,195,242,631,False,True,True
885980.THS,华为鲲鹏,885,2022-03-18,2026-08-11,1067,0,194,242,631,False,True,True
885981.THS,家庭医生,885,2022-03-21,2026-08-11,1066,0,193,242,631,False,True,True
885982.THS,华为欧拉,885,2022-03-22,2026-08-11,1065,0,192,242,631,False,True,True
885985.THS,毛发医疗,885,2022-03-25,2026-08-11,1062,0,189,242,631,False,True,True
885986.THS,碳交易,885,2022-03-28,2026-08-11,1061,0,188,242,631,False,True,True
885987.THS,MicroLED概念,885,2022-03-29,2026-08-11,1060,0,187,242,631,False,True,True
885988.THS,统一大市场,885,2022-04-12,2026-08-11,1052,0,179,242,631,False,True,True
885989.THS,肝炎概念,885,2022-04-25,2026-08-11,1043,0,170,242,631,False,True,True
885990.THS,露营经济,885,2022-05-09,2026-08-11,1036,0,163,242,631,False,True,True
885991.THS,新型城镇化,885,2022-05-10,2026-08-11,1035,0,162,242,631,False,True,True
885994.THS,猴痘概念,885,2022-05-24,2026-08-11,1025,0,152,242,631,False,True,True
885995.THS,粮食概念,885,2022-05-26,2026-08-11,1023,0,150,242,631,False,True,True
885996.THS,超超临界发电,885,2022-06-08,2026-08-11,1015,0,142,242,631,False,True,True
885997.THS,比亚迪概念,885,2022-06-09,2026-08-11,1014,0,141,242,631,False,True,True
885998.THS,F5G概念,885,2022-06-14,2026-08-11,1011,0,138,242,631,False,True,True
885999.THS,汽车热管理,885,2022-06-20,2026-08-11,1007,0,134,242,631,False,True,True
886000.THS,一体化压铸,886,2022-06-28,2026-08-11,1001,0,128,242,631,False,True,True
886001.THS,高压快充,886,2022-07-04,2026-08-11,997,0,124,242,631,False,True,True
886002.THS,机器视觉,886,2022-07-04,2026-08-11,997,0,124,242,631,False,True,True
886003.THS,钒电池,886,2022-07-04,2026-08-11,997,0,124,242,631,False,True,True
886004.THS,虚拟电厂,886,2022-07-11,2026-08-11,992,0,119,242,631,False,True,True
886005.THS,生物质能发电,886,2022-07-19,2026-08-11,986,0,113,242,631,False,True,True
886006.THS,钙钛矿电池,886,2022-07-21,2026-08-11,984,0,111,242,631,False,True,True
886007.THS,TOPCON电池,886,2022-07-21,2026-08-11,984,0,111,242,631,False,True,True
886008.THS,减速器,886,2022-07-29,2026-08-11,978,0,105,242,631,False,True,True
886009.THS,先进封装,886,2022-08-08,2026-08-11,972,0,99,242,631,False,True,True
886010.THS,空气能热泵,886,2022-08-11,2026-08-11,969,0,96,242,631,False,True,True
886011.THS,光热发电,886,2022-08-18,2026-08-11,964,0,91,242,631,False,True,True
886012.THS,宠物经济,886,2022-08-26,2026-08-11,958,0,85,242,631,False,True,True
886013.THS,信创,886,2022-09-19,2026-08-11,943,0,70,242,631,False,True,True
886015.THS,创新药,886,2022-10-21,2026-08-11,924,0,51,242,631,False,True,True
886016.THS,供销社,886,2022-11-01,2026-08-11,917,0,44,242,631,False,True,True
886017.THS,Web3.0,886,2022-11-10,2026-08-11,910,0,37,242,631,False,True,True
886018.THS,高压氧舱,886,2022-11-14,2026-08-11,908,0,35,242,631,False,True,True
886019.THS,AIGC概念,886,2022-11-16,2026-08-11,906,0,33,242,631,False,True,True
886020.THS,PET铜箔,886,2022-11-22,2026-08-11,902,0,29,242,631,False,True,True
886021.THS,国企改革,886,2022-11-28,2026-08-11,898,0,25,242,631,False,True,True
886023.THS,数据确权,886,2022-12-05,2026-08-11,893,0,20,242,631,False,True,True
886026.THS,POE胶膜,886,2022-12-12,2026-08-11,888,0,15,242,631,False,True,True
886028.THS,血氧仪,886,2022-12-27,2026-08-11,877,0,4,242,631,False,True,True
886030.THS,成飞概念,886,2023-01-30,2026-08-11,859,0,0,228,631,False,False,True
886031.THS,ChatGPT概念,886,2023-01-31,2026-08-11,858,0,0,227,631,False,False,True
886032.THS,固态电池,886,2023-02-08,2026-08-11,852,0,0,221,631,False,False,True
886033.THS,共封装光学(CPO),886,2023-02-10,2026-08-11,850,0,0,219,631,False,False,True
886034.THS,数字水印,886,2023-02-14,2026-08-11,848,0,0,217,631,False,False,True
886035.THS,毫米波雷达,886,2023-02-22,2026-08-11,842,0,0,211,631,False,False,True
886036.THS,时空大数据,886,2023-03-02,2026-08-11,836,0,0,205,631,False,False,True
886037.THS,6G概念,886,2023-03-02,2026-08-11,836,0,0,205,631,False,False,True
886038.THS,超导概念,886,2023-03-10,2026-08-11,830,0,0,199,631,False,False,True
886039.THS,ERP概念,886,2023-03-21,2026-08-11,823,0,0,192,631,False,False,True
886040.THS,MLOps概念,886,2023-04-04,2026-08-11,813,0,0,182,631,False,False,True
886041.THS,数据要素,886,2023-04-11,2026-08-11,809,0,0,178,631,False,False,True
886042.THS,存储芯片,886,2023-04-13,2026-08-11,807,0,0,176,631,False,False,True
886043.THS,太赫兹,886,2023-04-20,2026-08-11,802,0,0,171,631,False,False,True
886044.THS,液冷服务器,886,2023-04-27,2026-08-11,797,0,0,166,631,False,False,True
886045.THS,同花顺中特估100,886,2023-05-05,2026-08-11,794,0,0,163,631,False,False,True
886046.THS,MR(混合现实),886,2023-05-22,2026-08-11,783,0,0,152,631,False,False,True
886047.THS,脑机接口,886,2023-05-29,2026-08-11,778,0,0,147,631,False,False,True
886048.THS,英伟达概念,886,2023-05-30,2026-08-11,777,0,0,146,631,False,False,True
886049.THS,空间计算,886,2023-06-09,2026-08-11,769,0,0,138,631,False,False,True
886050.THS,算力租赁,886,2023-06-12,2026-08-11,768,0,0,137,631,False,False,True
886051.THS,减肥药,886,2023-08-10,2026-08-11,727,0,0,96,631,False,False,True
886052.THS,核污染防治,886,2023-08-28,2026-08-11,715,0,0,84,631,False,False,True
886053.THS,BC电池,886,2023-09-06,2026-08-11,708,0,0,77,631,False,False,True
886054.THS,光刻机,886,2023-09-08,2026-08-11,706,0,0,75,631,False,False,True
886055.THS,星闪概念,886,2023-09-12,2026-08-11,704,0,0,73,631,False,False,True
886056.THS,阿尔茨海默概念,886,2023-09-19,2026-08-11,699,0,0,68,631,False,False,True
886057.THS,新型工业化,886,2023-09-25,2026-08-11,695,0,0,64,631,False,False,True
886058.THS,华为昇腾,886,2023-10-25,2026-08-11,679,0,0,48,631,False,False,True
886059.THS,智能座舱,886,2023-11-03,2026-08-11,672,0,0,41,631,False,False,True
886060.THS,短剧游戏,886,2023-11-07,2026-08-11,670,0,0,39,631,False,False,True
886061.THS,长安汽车概念,886,2023-11-27,2026-08-11,656,0,0,25,631,False,False,True
886062.THS,多模态AI,886,2023-12-08,2026-08-11,647,0,0,16,631,False,False,True
886063.THS,PEEK材料,886,2023-12-20,2026-08-11,639,0,0,8,631,False,False,True
886064.THS,小米汽车,886,2023-12-28,2026-08-11,633,0,0,2,631,False,False,True
886065.THS,可控核聚变,886,2024-01-02,2026-08-11,631,0,0,0,631,False,False,False
886066.THS,飞行汽车(eVTOL),886,2024-01-11,2026-08-11,624,0,0,0,624,False,False,False
886067.THS,低空经济,886,2024-01-26,2026-08-11,613,0,0,0,613,False,False,False
886068.THS,AI视频,886,2024-02-19,2026-08-11,603,0,0,0,603,False,False,False
886069.THS,人形机器人,886,2024-02-27,2026-08-11,597,0,0,0,597,False,False,False
886070.THS,AI手机,886,2024-03-04,2026-08-11,593,0,0,0,593,False,False,False
886071.THS,AI PC,886,2024-03-05,2026-08-11,592,0,0,0,592,False,False,False
886072.THS,高股息精选,886,2023-12-29,2026-08-11,632,0,0,1,631,False,False,True
886073.THS,铜缆高速连接,886,2024-03-20,2026-08-11,581,0,0,0,581,False,False,False
886074.THS,AI语料,886,2024-03-25,2026-08-11,578,0,0,0,578,False,False,False
886075.THS,同花顺出海50,886,2022-12-31,2026-08-11,874,0,1,242,631,False,True,True
886076.THS,军工信息化,886,2024-04-23,2026-08-11,559,0,0,0,559,False,False,False
886077.THS,合成生物,886,2024-04-30,2026-08-11,554,0,0,0,554,False,False,False
886078.THS,商业航天,886,2024-05-29,2026-08-11,536,0,0,0,536,False,False,False
886080.THS,财税数字化,886,2024-07-02,2026-08-11,513,0,0,0,513,False,False,False
886081.THS,维生素,886,2024-07-03,2026-08-11,512,0,0,0,512,False,False,False
886082.THS,同花顺果指数,886,2024-01-02,2026-08-11,631,0,0,0,631,False,False,False
886084.THS,光纤概念,886,2024-08-08,2026-08-11,486,0,0,0,486,False,False,False
886085.THS,AI眼镜,886,2024-08-14,2026-08-11,482,0,0,0,482,False,False,False
886086.THS,西部大开发,886,2024-08-26,2026-08-11,474,0,0,0,474,False,False,False
886087.THS,房屋检测,886,2024-08-27,2026-08-11,473,0,0,0,473,False,False,False
886090.THS,智谱AI,886,2024-10-28,2026-08-11,436,0,0,0,436,False,False,False
886091.THS,华为手机,886,2024-11-19,2026-08-11,420,0,0,0,420,False,False,False
886093.THS,华为数字能源,886,2024-11-19,2026-08-11,420,0,0,0,420,False,False,False
886094.THS,华为盘古,886,2024-11-19,2026-08-11,420,0,0,0,420,False,False,False
886095.THS,IP经济(谷子经济),886,2024-11-26,2026-08-11,415,0,0,0,415,False,False,False
886096.THS,同花顺新质50,886,2020-12-31,2026-08-11,1359,244,242,242,631,True,True,True
886098.THS,小红书概念,886,2025-01-15,2026-08-11,380,0,0,0,380,False,False,False
886099.THS,AI智能体,886,2025-01-24,2026-08-11,373,0,0,0,373,False,False,False
886100.THS,DeepSeek概念,886,2025-02-05,2026-08-11,371,0,0,0,371,False,False,False
886101.THS,兵装重组概念,886,2025-02-10,2026-08-11,368,0,0,0,368,False,False,False
886102.THS,中国AI 50,886,2020-12-31,2026-08-11,1359,244,242,242,631,True,True,True
886105.THS,雅下水电概念,886,2025-07-21,2026-08-11,258,0,0,0,258,False,False,False
886108.THS,AI应用,886,2026-01-13,2026-08-11,140,0,0,0,140,False,False,False
886109.THS,2026一季报预增,886,2026-04-03,2026-08-11,88,0,0,0,88,False,False,False
886110.THS,2026中报预增,886,2026-06-30,2026-08-11,31,0,0,0,31,False,False,False
886111.THS,玻璃基板,886,2026-07-02,2026-08-11,29,0,0,0,29,False,False,False
886112.THS,MLCC概念,886,2026-08-03,2026-08-11,7,0,0,0,7,False,False,False
